role,feature_set,component,candidate,horizon,stage,fold,rounds,path,sha256
cv,profile,N_t,huber,osi_target_t01h,regression,3.0,191,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,78f6de104840e9ee17a2013b3e23229e6e7eac588cf3ce636acba7ef65fca3d4
cv,profile,N_t,huber,osi_target_t01h,regression,4.0,238,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,3db88fa311040cebd829dcf7d028dc113c637e8a3ef550487a5a4d096b34b59d
final,profile,N_t,huber,osi_target_t01h,regression,,178,versions/v1.9/models/final/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_final.txt,9863ec263f46eb0d903bd73e08aa9f5f804dc3a41a34276ddb31ff9a9afce0a9
cv,profile,N_t,huber,osi_target_t06h,regression,0.0,31,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,10c47ccfa7f292d993febc17485ae3c1017fef93dcd950656c23672a0bd4e919
cv,profile,N_t,huber,osi_target_t06h,regression,1.0,96,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,76153c50fd4b05861d328137c2d0ed9cffa63febab5791b3ee466c73ad99a3a2
cv,profile,N_t,huber,osi_target_t06h,regression,2.0,414,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,3112475ccde4cc2859e81369250bcea39b7329e2f942e035be77d8f02f3f1aaa
cv,profile,N_t,huber,osi_target_t06h,regression,3.0,25,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,3b411ef5d201f4f9812ac741cd6c016753dc7f4dd35363a180b812b463fdf9e7
cv,profile,N_t,huber,osi_target_t06h,regression,4.0,85,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,a1b611c559da7b67543ce4c468845fcaf63fc4710c530fa2c2f1587f45f94b76
final,profile,N_t,huber,osi_target_t06h,regression,,130,versions/v1.9/models/final/lgbm_profile_N_t_huber_osi_t06h_regression_v1.9_balanced_v1_final.txt,0091905c7edd2bb908d7c1a1c42793ab716c98a9c008b1f5579d4c035e00210e
cv,profile,N_t,huber,osi_target_t24h,regression,0.0,27,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,9b0589c9fdf9566dedf3d53d0756c9ff7ee30fbe2bb0544da81c9b44e0ad5571
cv,profile,N_t,huber,osi_target_t24h,regression,1.0,160,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,e488c1cf869cb88af42062f0b5ff3baee7b3a9e72689af5dc7c3448216d65a60
cv,profile,N_t,huber,osi_target_t24h,regression,2.0,435,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,140ddaac3cd1709c6175a7f52991a1d805e825d12683221557326bafb80d13a5
cv,profile,N_t,huber,osi_target_t24h,regression,3.0,21,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,d383ed69feb9168e2cca7e20e7d444b731807258df9c988126e996b32918afcb
cv,profile,N_t,huber,osi_target_t24h,regression,4.0,84,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,280b99347cb0ad4b3242e78535c1bdc4a2a859ecda2bf42f1569ba33e9d8f152
final,profile,N_t,huber,osi_target_t24h,regression,,145,versions/v1.9/models/final/lgbm_profile_N_t_huber_osi_t24h_regression_v1.9_balanced_v1_final.txt,15c245fd40b0641567ddf2c478003d118a358468470ba5deefd7a24906cb2773
cv,profile,N_t,huber,osi_target_t48h,regression,0.0,123,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,17508eba3102d23daeddfa1397ba9090c08e0516d5eda442f7a2a1797b3661e5
cv,profile,N_t,huber,osi_target_t48h,regression,1.0,47,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,bbdbb4aae62c6d9f3d0e7898c07067881bace64a712330ca00c2e431a208392d
cv,profile,N_t,huber,osi_target_t48h,regression,2.0,696,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,e620e6f674303054b42e3801dee9e378a71d6a2e56dbdc265440e34d09f933ef
cv,profile,N_t,huber,osi_target_t48h,regression,3.0,14,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,cabb240ab59b2031c31b38d89ee1052132c3433b91bd2da847c45646a20511bc
cv,profile,N_t,huber,osi_target_t48h,regression,4.0,63,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,da9811af0fbc1f3b7ea541638b59345ade020d1002cc01d095ba0f19c446d839
final,profile,N_t,huber,osi_target_t48h,regression,,188,versions/v1.9/models/final/lgbm_profile_N_t_huber_osi_t48h_regression_v1.9_balanced_v1_final.txt,99dc4d537a48a973b6c9986072a2e3b7a5e472dbccebfd66f35f522327bd7d57
cv,profile,N_t,tweedie,osi_target_t01h,regression,0.0,302,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,ea4b74e8dec78899353f4ff475f2e94b9a94abe9965037aba89e80f7c6c20a67
cv,profile,N_t,tweedie,osi_target_t01h,regression,1.0,144,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,57924196ac9e1e6d5bd2b2eedab7e73ac20da2240d5889c4c4d884be09143847
cv,profile,N_t,tweedie,osi_target_t01h,regression,2.0,124,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,0457d008b153a39e6eee35c9341f5f56a246843144e863532a6bfdcf9dce31e4
cv,profile,N_t,tweedie,osi_target_t01h,regression,3.0,79,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,7c275cb2bfb65b128520966c543c227b1b52d702d4fedc87365f1751084d351c
cv,profile,N_t,tweedie,osi_target_t01h,regression,4.0,191,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,8010b07dbcbdba245c80c30ce615b2dbbd7176dd1e0fcb9c4a8be39869ac97fb
final,profile,N_t,tweedie,osi_target_t01h,regression,,168,versions/v1.9/models/final/lgbm_profile_N_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_final.txt,6c6ba19d9faf90220e7e840dd778ae9a4864b2e865ee31d91209e3feecb9e9a8
cv,profile,N_t,tweedie,osi_target_t06h,regression,0.0,401,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,6a9b8c9f2b48d6e7557df841160895835367f486e10a38fe09130edd63a6e5b7
cv,profile,N_t,tweedie,osi_target_t06h,regression,1.0,89,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,550c03671d5a442b986ed0e1159fa8b1f702f16df4b0b2e1bb5263df7248ab72
cv,profile,N_t,tweedie,osi_target_t06h,regression,2.0,89,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,b8e62d762723f42efde6cd6115ccefa02f569b81e3b369ffd3811cc6f376cc7f
cv,profile,N_t,tweedie,osi_target_t06h,regression,3.0,194,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,45802df9def23a789edae773ebfd95f719ba350bda594ef0ff6504aa71d914da
cv,profile,N_t,tweedie,osi_target_t06h,regression,4.0,239,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,7b763e29250d9db499b074fda04ce75f8009cc6f511bae3c1ad88d9288407a94
final,profile,N_t,tweedie,osi_target_t06h,regression,,202,versions/v1.9/models/final/lgbm_profile_N_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_final.txt,4f745095181bdbd77de96ca42e02a222642805d95520df8998d5e0cb4823293b
cv,profile,N_t,tweedie,osi_target_t24h,regression,0.0,280,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,88c00827f5222fc49778fc68aa11c0c1b9a5a13f31b5a750b9b9a0cc1081fa91
cv,profile,N_t,tweedie,osi_target_t24h,regression,1.0,121,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,fac18fdd34ccdcd121298ce66f21f360365b87862be5b92bfa7869896ba46eeb
cv,profile,N_t,tweedie,osi_target_t24h,regression,2.0,204,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,7f3e4b3bad21def79ea68f15b5921c9cb44c8402ca9d7c31bb02bc7841d2334e
cv,profile,N_t,tweedie,osi_target_t24h,regression,3.0,72,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,6788049d7fcf9fa63029341986786ef79599cde6eee729adc02857bd4541c343
cv,profile,N_t,tweedie,osi_target_t24h,regression,4.0,129,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,fc86a48ec765a60e6397269144f5c7cd53b99a1869a2974be1726ca731194c1a
final,profile,N_t,tweedie,osi_target_t24h,regression,,161,versions/v1.9/models/final/lgbm_profile_N_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_final.txt,6ff2aa9b0f03972f135c008f77b812fe1ec7bb31532f10b1e2ca33153091956d
cv,profile,N_t,tweedie,osi_target_t48h,regression,0.0,184,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,6b8a9fb8cc639bef0532c9dd6e63e91c4d5eea0fab00825ff0ffe33c6c8b6e4a
cv,profile,N_t,tweedie,osi_target_t48h,regression,1.0,54,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,a2d6a92eb4972ae5d66f4da31841670821175ae2dddf4652e8ff916319da31d5
cv,profile,N_t,tweedie,osi_target_t48h,regression,2.0,245,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,fce8daa0d3fa6925595d1d268baf6e7b4ff6fe24d2aef555a78ca066348392af
cv,profile,N_t,tweedie,osi_target_t48h,regression,3.0,38,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,f1e7c16dbc1e3feccee32d7a0467fa75f5aac87e9ef45074bb3f3a6d11744d8c
cv,profile,N_t,tweedie,osi_target_t48h,regression,4.0,110,versions/v1.9/models/cv/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,b68dc9c1a804d683413b5b74dfb194a4e2ed4dfc9e9f3ca99aeee061c2bee148
final,profile,N_t,tweedie,osi_target_t48h,regression,,126,versions/v1.9/models/final/lgbm_profile_N_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_final.txt,f5f8c770e94a00f0eccfe59f7c98dc2173cd78ae90d234becc26412625db48da
cv,profile,N_t,hurdle,osi_target_t01h,classification,0.0,87,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold0.txt,ad068f6769518a4cd823fc731f7de018d264fed8b9eb0f43312f38323614725f
cv,profile,N_t,hurdle,osi_target_t01h,magnitude,0.0,77,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold0.txt,bb238829fb3aa291fe8d9a28149e811c2ac66e51e09f44d3f5268e4141a8df9a
cv,profile,N_t,hurdle,osi_target_t01h,classification,1.0,113,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold1.txt,957f16d5d1b8c4d486d0a0b795193eefed14366fd18a5a925dc643a561970661
cv,profile,N_t,hurdle,osi_target_t01h,magnitude,1.0,103,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold1.txt,e3dc697bd3ba62e16eccab8bc6e8087976f91b053a24906ae6cea18a11fc36e1
cv,profile,N_t,hurdle,osi_target_t01h,classification,2.0,209,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold2.txt,842a3707fa36e3262722f282028ee5dfdb71467a80f0d9c578a016091d2cceec
cv,profile,N_t,hurdle,osi_target_t01h,magnitude,2.0,204,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold2.txt,3fbc7f85287beef1feb86d0660dc570800c53a5d9e2ab7bb76b0893413e91246
cv,profile,N_t,hurdle,osi_target_t01h,classification,3.0,115,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold3.txt,5ddd3ab55c710d91e3d06b60dab6657a6f625be7bac0fab843e3f2096e049007
cv,profile,N_t,hurdle,osi_target_t01h,magnitude,3.0,82,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold3.txt,3a32b9731249b2cce5bc4f838a149dfa1979efeddb34b85e12a4cdcbe8a34f39
cv,profile,N_t,hurdle,osi_target_t01h,classification,4.0,156,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold4.txt,4d87b725a095325effdfc58af6fae75aa07af03cc396887d340de7cec83f0dbc
cv,profile,N_t,hurdle,osi_target_t01h,magnitude,4.0,167,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold4.txt,9ddaa8e061ec552996175122ddd75fdee5a257608a60a48a35ecbfa9c8b5c27c
final,profile,N_t,hurdle,osi_target_t01h,classification,,136,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_final.txt,4039dc1d932206dfb050569917bf028b0b821e0e881235070916da6eb9d07178
final,profile,N_t,hurdle,osi_target_t01h,magnitude,,126,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_final.txt,49abbdd0e8ee6e26f30074cea88b06e655e28a523dce3d2c102b16728c402f2e
cv,profile,N_t,hurdle,osi_target_t06h,classification,0.0,115,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold0.txt,522b0bf0b610b36509c177947d59cabf44b5de62c56a24850513029e41a200c6
cv,profile,N_t,hurdle,osi_target_t06h,magnitude,0.0,105,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold0.txt,712b06a3136ab3c89f7887c39630673464dc98e4112800fa565ab79f8469a6ea
cv,profile,N_t,hurdle,osi_target_t06h,classification,1.0,84,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold1.txt,ecbadc56d6aed4aadbcd7a5c70dfd6d1a5a6b04da41c11937ed79748d91b7196
cv,profile,N_t,hurdle,osi_target_t06h,magnitude,1.0,71,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold1.txt,ccff894ddd16a260eecaa2e8a217504bc867bc815ac87c6bea9cfef36333bcf4
cv,profile,N_t,hurdle,osi_target_t06h,classification,2.0,150,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold2.txt,aa6ff5b85d8eed72b8f1943d32b369934cdcbf4c1896f17ccec711265ffa1fd5
cv,profile,N_t,hurdle,osi_target_t06h,magnitude,2.0,175,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold2.txt,c744ee488e54d64496bcc48145f8016cfe77d79b32ab3b04cd678681d0ea890b
cv,profile,N_t,hurdle,osi_target_t06h,classification,3.0,148,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold3.txt,7fb349a4a23bcfa2bf95a342bd5f60517191de9cac5196d2f88c78e795aa0e4d
cv,profile,N_t,hurdle,osi_target_t06h,magnitude,3.0,87,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold3.txt,a900fd1797ca64f4ed0e999903d8c6d3598bc917c55841ba17ea7afe809bfcae
cv,profile,N_t,hurdle,osi_target_t06h,classification,4.0,178,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold4.txt,51dd835bfa0d99d349bbbcc4782bdd060af15110fffed6f323040fefd5d0de51
cv,profile,N_t,hurdle,osi_target_t06h,magnitude,4.0,343,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold4.txt,dd060e4fb3e8e0a3aabce89c344a2aadd172c67d260bb01d659b43d7372059f6
final,profile,N_t,hurdle,osi_target_t06h,classification,,135,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_final.txt,cf5687170f1772bfd783bd61fc384bebd1d01cbcd121073640398544a3057eb1
final,profile,N_t,hurdle,osi_target_t06h,magnitude,,156,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_final.txt,9fdb6bdeb2ea359e8d54add2661c97c0d869bde84be8151d197bc470e4b6cf94
cv,profile,N_t,hurdle,osi_target_t24h,classification,0.0,159,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold0.txt,a45d439fff5a68c090b397d3118eb205616ffb95bebb8c0f8921ad028c4c944b
cv,profile,N_t,hurdle,osi_target_t24h,magnitude,0.0,286,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold0.txt,713b048a24204ed3dc95265d1487def4a61250f1db275b2bd897bee1d3dba54d
cv,profile,N_t,hurdle,osi_target_t24h,classification,1.0,115,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold1.txt,e2773798b1f084018927c157da3fa31b42504fa53ea7073e5452603bd8f8fe6c
cv,profile,N_t,hurdle,osi_target_t24h,magnitude,1.0,116,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold1.txt,5b7d0a4ad2b113649dd175cb6543766feaf4e8ef6c13c2d20e4fe0e78858d441
cv,profile,N_t,hurdle,osi_target_t24h,classification,2.0,205,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold2.txt,c44f74756b74755e2a03cd009039e582bb0bd7f3aa42d29b70c557ff666e2798
cv,profile,N_t,hurdle,osi_target_t24h,magnitude,2.0,114,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold2.txt,f2b6ab0dd988a994d0dd22a593a82da063803fcc64fb079262f8bf7fb6428425
cv,profile,N_t,hurdle,osi_target_t24h,classification,3.0,94,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold3.txt,326335f978a77be0c953c24f0f6ee0168b1208a78f1816f072c7ced7155878be
cv,profile,N_t,hurdle,osi_target_t24h,magnitude,3.0,35,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold3.txt,3b7ac90bef4e7bbaa33559501a946e01b63bce77a9c78aa76ad9d589631492a1
cv,profile,N_t,hurdle,osi_target_t24h,classification,4.0,147,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold4.txt,74e20ac17b2b224495d03acdd318f54f89a3ccbb9c8ec739dfcc704748b0bfbd
cv,profile,N_t,hurdle,osi_target_t24h,magnitude,4.0,67,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold4.txt,10e9b77ae4978cf5c128ecfcfec18087f86b1dcf8f0b45336d85f739f540cf74
final,profile,N_t,hurdle,osi_target_t24h,classification,,144,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_final.txt,2e10903a9f03179a0cb05b01f722baceef7a60856138e3bc5d49dd9311d7b616
final,profile,N_t,hurdle,osi_target_t24h,magnitude,,123,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_final.txt,76c47ec4316ead3fe58137d7f265db97194816ca2ac2a9e7edb6760f1894d7e6
cv,profile,N_t,hurdle,osi_target_t48h,classification,0.0,112,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold0.txt,058e131baf666c90878727940dd92e9fae5b4ca57b7b5f3ec237b90e81c549b1
cv,profile,N_t,hurdle,osi_target_t48h,magnitude,0.0,208,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold0.txt,9ff412590ea6bcca76b19e5e80eb7d501892af581ab44d1268ce543007f6b373
cv,profile,N_t,hurdle,osi_target_t48h,classification,1.0,87,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold1.txt,425732cacf791e1872d3dc1907063b03a1046202d4d69ba8914c809ac095d7ef
cv,profile,N_t,hurdle,osi_target_t48h,magnitude,1.0,20,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold1.txt,acbf9a659bd3c02a963c1360973e88c6ffbc5ba80e212c6dd66b82421e9e5d50
cv,profile,N_t,hurdle,osi_target_t48h,classification,2.0,95,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold2.txt,0e9a4c23e339014b84225a6a98827cd60c5c463ab013d932925775b876c2ebe5
cv,profile,N_t,hurdle,osi_target_t48h,magnitude,2.0,590,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold2.txt,aaa34ed80443abc503b54b50eb4141d854480e74a818e3e85f4dde2f9cd662a8
cv,profile,N_t,hurdle,osi_target_t48h,classification,3.0,120,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold3.txt,1df40d7f68735c689b30546d9222349bdf08f63af1837722dfb379820e78a916
cv,profile,N_t,hurdle,osi_target_t48h,magnitude,3.0,6,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold3.txt,59f21b653bce15c331327ad83765671e4185001a7d25bcdefd1bf90822372b53
cv,profile,N_t,hurdle,osi_target_t48h,classification,4.0,114,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold4.txt,0110f0ba13f65527a1ad8cae386e8819b2ca34caa26e027fa5ef573c1ec13f96
cv,profile,N_t,hurdle,osi_target_t48h,magnitude,4.0,279,versions/v1.9/models/cv/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold4.txt,726a6d9829ef339fe6ca2ea985a58acad9aa448a7ebac7296412e93d85da73cb
final,profile,N_t,hurdle,osi_target_t48h,classification,,105,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_final.txt,b0a6197aa9cc220ccb69e6e1c5fd46f4504cc86a5f5216ea6102409a591177ba
final,profile,N_t,hurdle,osi_target_t48h,magnitude,,220,versions/v1.9/models/final/lgbm_profile_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_final.txt,f9ea2f80f592e94dcbab7563569aa6d237ca8257ed05f646bc596a2c80e15d68
cv,profile,D_t,huber,osi_target_t01h,regression,0.0,119,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,a3242e7065aa0c1556562a0a7e46c9374c3498097e0f5f35c7d0cfd657b923af
cv,profile,D_t,huber,osi_target_t01h,regression,1.0,324,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,35e211279d2ae1cb1294e94f41c18062ff12521b170fb5d52b68f1d9960d08df
cv,profile,D_t,huber,osi_target_t01h,regression,2.0,590,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,db2008dab359757fb376428365234c22fa7a4faa9d494f60359825ff370f57aa
cv,profile,D_t,huber,osi_target_t01h,regression,3.0,260,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,015adc2fdb6c25065170440b9250544a445ffdf3271cb5901403ff79e646eac0
cv,profile,D_t,huber,osi_target_t01h,regression,4.0,353,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,035a65b1db0cfc15edabb0d66dc746ac49be117330ff0e2c314d05294a51680a
final,profile,D_t,huber,osi_target_t01h,regression,,329,versions/v1.9/models/final/lgbm_profile_D_t_huber_osi_t01h_regression_v1.9_balanced_v1_final.txt,8b28e729c0ef0ed2239ea9094a3db6cdc66b0d6b105332d2cc861a045e930e1f
cv,profile,D_t,huber,osi_target_t06h,regression,0.0,174,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,ba71f2a38d290d54467e7d884ef8b2e1dd05177d5ce47b9650a86b9d1f6065da
cv,profile,D_t,huber,osi_target_t06h,regression,1.0,36,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,f49c14ccca30a807e4b03d07ccac7c23ee1273aeb45f7cae03a7e28369467059
cv,profile,D_t,huber,osi_target_t06h,regression,2.0,560,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,23ce51461808fd6107d5df315f14900c8b8289acba637407bfd5c15f05921ab7
cv,profile,D_t,huber,osi_target_t06h,regression,3.0,417,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,5ffb0d5be27fc99de2a8a61702803bceef3eaf9f25f4e63ceb3f06e40e96a38d
cv,profile,D_t,huber,osi_target_t06h,regression,4.0,345,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,08024bc59ea1041cd2dd7cf5e608e30ba920f7cb863bbb00d0467e065de9a00f
